model,representation,representation_label,mean_macro_f1,fold_sd_macro_f1,mean_weighted_f1,mean_accuracy,mean_macro_precision,mean_macro_recall,mean_fit_seconds,word_baseline_macro_f1,delta_macro_f1_vs_word,rank_within_model
complement_naive_bayes,word_char,Word + Character TF-IDF,0.4017498738636222,0.0122129960295988,0.43219780110570055,0.4417321948455796,0.4101274325033692,0.40318216178455435,4.03652835000139,0.3973163351876172,0.004433538676004989,1
complement_naive_bayes,word,Word TF-IDF (1-2 grams),0.3973163351876172,0.006558593526441864,0.42790057557091143,0.4376838632339623,0.40710850902039175,0.39846697521422797,0.38738645000194083,0.3973163351876172,0.0,2
complement_naive_bayes,char,Character TF-IDF (char_wb 3-5 grams),0.3894277637544309,0.0003387905383250567,0.41935138193629873,0.42761781063805027,0.39458060730415234,0.39117403126850736,2.171837800002322,0.3973163351876172,-0.007888571433186331,3
linear_svm,word_char,Word + Character TF-IDF,0.40419588638760906,0.0022583044024163945,0.43715165534864925,0.4510336282999359,0.42746244574651326,0.4060480130796403,2.7633912499986764,0.39943898162324976,0.004756904764359304,1
linear_svm,word,Word TF-IDF (1-2 grams),0.39943898162324976,0.00046741925486390445,0.43322234611547794,0.4479701230775567,0.42358689671729705,0.4020821229557733,0.7352178500004811,0.39943898162324976,0.0,2
linear_svm,char,Character TF-IDF (char_wb 3-5 grams),0.39799578143969305,0.0008789370184399126,0.42854761388532725,0.4393263660104989,0.4126535149570212,0.39877372589146864,5.1026323000005505,0.39943898162324976,-0.0014432001835567032,3
logistic_regression,word_char,Word + Character TF-IDF,0.3718273136128386,0.008137668569380446,0.420551975139994,0.4526746464256073,0.42879404755813744,0.39094967352972754,4.580133899999055,0.3605462033563891,0.011281110256449511,1
logistic_regression,char,Character TF-IDF (char_wb 3-5 grams),0.3635004820369141,0.007053339075264314,0.4112489733755767,0.44173281744110365,0.40662087602789243,0.3817943850298498,2.8915546000007453,0.3605462033563891,0.002954278680525002,2
logistic_regression,word,Word TF-IDF (1-2 grams),0.3605462033563891,0.010683993823696225,0.4125471367641071,0.44917302552210625,0.42667353330905416,0.3849261636586804,0.5390236500006722,0.3605462033563891,0.0,3
