semantic_group_id,records,pair_count,pair_similarity_min,pair_similarity_p05,pair_similarity_median,pair_similarity_mean,share_pairs_at_or_ab_threshold
d3920efc1b7d11f8250f1eb9d38ac8bc0aa0b630,2,1,0.9819314479827881,0.9819314479827881,0.9819314479827881,0.9819314479827881,1.0
e44a8c9a813874a731a6d63a4cc7ccdca9882c72,2,1,0.9876483678817749,0.9876483678817749,0.9876483678817749,0.9876483678817749,1.0
a264d14eadfeb677690037c60daca6dccbed4be4,2,1,0.9928777813911438,0.9928777813911438,0.9928777813911438,0.9928777813911438,1.0
e9b4dc47fa451ae80f99013b4321d5b8953b5e2f,2,1,0.9704323410987854,0.9704323410987854,0.9704323410987854,0.9704323410987854,1.0
fb6cdbd0a13313649e586d40b6fc95209b6cedc9,2,1,0.9656004309654236,0.9656004309654236,0.9656004309654236,0.9656004309654236,1.0
f523182561292e22dbdbe5f0b44fd6d56bf6e6ac,2,1,0.9604418873786926,0.9604418873786926,0.9604418873786926,0.9604418873786926,1.0
bec5730b56f0817d782dc6dd9c5db7c1f7fd4cf5,2,1,0.9706521034240723,0.9706521034240723,0.9706521034240723,0.9706521034240723,1.0
b6e9a053d19eb00fc9b84fe360356713df6f2c42,2,1,0.9532405138015747,0.9532405138015747,0.9532405138015747,0.9532405138015747,1.0
270272f70844d8ff49a3985aa7f2fc307499f2f7,2,1,0.9661931395530701,0.9661931395530701,0.9661931395530701,0.9661931395530701,1.0
710aa38f91c45131c4e228fb0130ec1e105d7a6e,2,1,0.9770849347114563,0.9770849347114563,0.9770849347114563,0.9770849347114563,1.0
eef7693ec67a6d5de396cfdcfa9b347707fd61cf,2,1,0.963482677936554,0.963482677936554,0.963482677936554,0.963482677936554,1.0
e3db70ad0fd78d05683dedfb8911a88fac82841a,2,1,0.9649190902709961,0.9649190902709961,0.9649190902709961,0.9649190902709961,1.0
e0d6a8e2f6f95b7983adf15829e317c057bb88ed,2,1,0.9602597951889038,0.9602597951889038,0.9602597951889038,0.9602597951889038,1.0
0e4d3be81de2217583538163b6de92b031f2d91e,2,1,0.9687254428863525,0.9687254428863525,0.9687254428863525,0.9687254428863525,1.0
93711ae04ee5c7436eb6d5a5f96bfa223d557cc9,2,1,0.9892972111701965,0.9892972111701965,0.9892972111701965,0.9892972111701965,1.0
b3b9b64151fcea5619a3a4f9bdab6a1df7ae2905,2,1,0.9762710928916931,0.9762710928916931,0.9762710928916931,0.9762710928916931,1.0
ef786c4817b68340766db4fc3f5b383bfdce8601,2,1,0.9574845433235168,0.9574845433235168,0.9574845433235168,0.9574845433235168,1.0
