model,rank_within_model,candidate_index,mean_train_macro_f1,mean_macro_f1,std_macro_f1,mean_weighted_f1,mean_accuracy,mean_fit_seconds,params,train_validation_gap
linear_svm,8,4,0.7430885981329911,0.4552353993721761,0.0059322360999429094,0.4786174757346485,0.4808694675447045,12.340381574630737,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced""}",0.287853198760815
linear_svm,9,5,0.8082121209579165,0.4417165196231519,0.008161473580948963,0.47774255078203237,0.49439819247336747,12.903314542770385,"{""classifier__C"": 0.3, ""classifier__class_weight"": null}",0.3664956013347646
linear_svm,10,2,0.6360821437578877,0.4354471688973902,0.005760121927664225,0.4633233922063461,0.4696615300063204,11.678285789489745,"{""classifier__C"": 0.03, ""classifier__class_weight"": ""balanced""}",0.20063497486049753
linear_svm,11,3,0.6761757726514889,0.4103149684004304,0.008188403013549547,0.4594906264398402,0.4902824618724752,12.30617036819458,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.26586080425105846
linear_svm,12,1,0.4896906069468435,0.3662255876228992,0.008712180998692531,0.4292352780908487,0.4782425354921272,11.72739405632019,"{""classifier__C"": 0.03, ""classifier__class_weight"": null}",0.12346501932394432
logistic_regression,1,12,0.9200054075725772,0.4729779013658244,0.008493414658258694,0.49146094222513337,0.4909836100340385,13.486475372314453,"{""classifier__C"": 10.0, ""classifier__class_weight"": ""balanced""}",0.4470275062067528
logistic_regression,2,10,0.852306647539754,0.46670175793502955,0.007961528765862485,0.484322494331225,0.482577735980639,11.933812189102174,"{""classifier__C"": 3.0, ""classifier__class_weight"": ""balanced""}",0.3856048896047245
logistic_regression,3,11,0.9195066668490494,0.4632639281638607,0.009027963103432454,0.49089254516609254,0.498820393401909,13.371337652206421,"{""classifier__C"": 10.0, ""classifier__class_weight"": null}",0.45624273868518866
logistic_regression,4,8,0.7707459907541264,0.46095312834130686,0.0068545032123826,0.47600338724015634,0.47294574140850176,11.622842168807983,"{""classifier__C"": 1.0, ""classifier__class_weight"": ""balanced""}",0.30979286241281956
logistic_regression,5,9,0.847035135093219,0.45235597834212793,0.006923255780735531,0.48489125047468234,0.497594052240376,12.095098829269409,"{""classifier__C"": 3.0, ""classifier__class_weight"": null}",0.3946791567510911
logistic_regression,6,6,0.6676348586271041,0.4434571000303702,0.011102666978919443,0.45589996810724287,0.45228224405873513,11.529566478729247,"{""classifier__C"": 0.3, ""classifier__class_weight"": ""balanced""}",0.22417775859673394
logistic_regression,7,7,0.7406432564957428,0.4266776547203966,0.00684506042790216,0.46843001087066005,0.49076403464567714,11.473709630966187,"{""classifier__C"": 1.0, ""classifier__class_weight"": null}",0.3139656017753462
logistic_regression,8,4,0.5771307107108985,0.4250217469728428,0.004688157034745828,0.43550660475478403,0.4327998671335368,11.65627737045288,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced""}",0.1521089637380557
logistic_regression,9,2,0.503589322622946,0.407332961594694,0.007956204676299797,0.41590830789982747,0.4176085442373417,11.622644805908203,"{""classifier__C"": 0.03, ""classifier__class_weight"": ""balanced""}",0.09625636102825197
logistic_regression,10,5,0.5713056085573446,0.38542199451207976,0.007054714488609752,0.44266853179359755,0.4838896689292863,11.471931982040406,"{""classifier__C"": 0.3, ""classifier__class_weight"": null}",0.18588361404526482
logistic_regression,11,3,0.42764294980367523,0.3557900998185235,0.006340433158054219,0.4214335840137012,0.47482842264571623,11.561091566085816,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.07185284998515173
logistic_regression,12,1,0.3790967474461749,0.3460753607031376,0.006993041694836777,0.41230587625526594,0.4674286819524787,11.685862731933593,"{""classifier__C"": 0.03, ""classifier__class_weight"": null}",0.033021386743037284
